Name,Index,Latest Price,Previous Close,Low,High,Change,% Change,Datetime,3 Mo. Change,3 Mo. % Change,6 Mo. Change,6 Mo. % Change,1 Year Change,1 Year % Change
Carrier Global Corporation Registered Shs When Issued,S&P 500,44.54,44.31,44.35,44.77,0.23,0.52%,01:18 PM04/17/2023 01:18:49 PM UTC-0400,-2.01,-4.38%,9.02,25.86%,1.76,4.18%
Catalent,S&P 500,49.25,46.33,45.39,49.84,2.93,6.31%,01:19 PM04/17/2023 01:19:02 PM UTC-0400,15.19,30.96%,-9.86,-13.30%,-36.66,-36.33%
Caterpillar,S&P 500,225.44,223.66,224.61,226.92,1.78,0.80%,01:18 PM04/17/2023 01:18:53 PM UTC-0400,-38.03,-14.71%,37.37,20.41%,2.21,1.01%
CBRE Grou a,S&P 500,71.58,70.81,70.72,71.69,0.77,1.09%,01:18 PM04/17/2023 01:18:19 PM UTC-0400,-16.27,-18.89%,0.48,0.69%,-16.55,-19.15%
CDW,S&P 500,187.67,186.96,186.82,188.39,0.71,0.38%,01:18 PM04/17/2023 01:18:49 PM UTC-0400,-6.76,-3.47%,30.2,19.13%,17.12,10.01%
Celanese,S&P 500,109.07,110.69,108.44,110.98,-1.62,-1.46%,01:18 PM04/17/2023 01:18:55 PM UTC-0400,-11.64,-9.60%,16.35,17.53%,-37.6,-25.54%
Centene,S&P 500,68.1,68.06,67.73,68.51,0.05,0.07%,01:19 PM04/17/2023 01:19:04 PM UTC-0400,-9.88,-12.82%,-8.13,-10.80%,-19.08,-22.12%
CenterPoint Energy,S&P 500,30.45,30.4,30.42,30.67,0.05,0.16%,01:18 PM04/17/2023 01:18:36 PM UTC-0400,-0.65,-2.08%,4.61,17.67%,-1.67,-5.17%
Cabot Oil & Gas,S&P 500,25.68,25.77,25.56,26,-0.09,-0.35%,01:23 PM04/17/2023 01:23:21 PM UTC-0400,0.68,2.69%,-4.7,-15.43%,-3.36,-11.53%
CF Industries Holdings,S&P 500,77.65,77.07,76.99,78.33,0.58,0.75%,01:23 PM04/17/2023 01:23:16 PM UTC-0400,-9.83,-11.31%,-29.95,-27.98%,-31.83,-29.22%
Charles River Laboratories International,S&P 500,206.47,203.65,203.89,207.39,2.82,1.38%,01:22 PM04/17/2023 01:22:25 PM UTC-0400,-31.07,-13.36%,1.76,0.88%,-88.42,-30.50%
Charles Schwab,S&P 500,51.95,50.76,49.18,52.65,1.19,2.34%,01:23 PM04/17/2023 01:23:27 PM UTC-0400,-31.06,-37.43%,-22.11,-29.86%,-31.94,-38.08%
Charte a,S&P 500,341.6,341.5,340.93,345,0.1,0.03%,01:22 PM04/17/2023 01:22:33 PM UTC-0400,-45.19,-11.63%,17.34,5.32%,-219.12,-38.96%
Chevron,S&P 500,170.95,172.38,170.22,172.48,-1.43,-0.83%,01:23 PM04/17/2023 01:23:23 PM UTC-0400,-7.84,-4.41%,4.54,2.75%,-1.89,-1.10%
Chipotle Mexican Grill,S&P 500,"1,746.14","1,738.10","1,738.66","1,754.79",8.04,0.46%,01:21 PM04/17/2023 01:21:36 PM UTC-0400,169.45,11.11%,134.75,8.64%,104.66,6.58%
Chubb,S&P 500,195.91,195.72,194.79,196.88,0.19,0.10%,01:22 PM04/17/2023 01:22:12 PM UTC-0400,-27.93,-12.29%,5.54,2.86%,-13.56,-6.37%
Church & Dwight,S&P 500,89.77,88.53,88.49,90.01,1.24,1.40%,01:23 PM04/17/2023 01:23:13 PM UTC-0400,7.85,9.58%,16.65,22.78%,-13.09,-12.73%
Cincinnati Financial,S&P 500,105.58,106.74,105.2,107.14,-1.16,-1.09%,01:22 PM04/17/2023 01:22:10 PM UTC-0400,1.68,1.54%,9.03,8.91%,-27.41,-19.89%
Cintas,S&P 500,458.36,458.61,457.67,462.52,-0.25,-0.05%,01:22 PM04/17/2023 01:22:11 PM UTC-0400,5.02,1.12%,61.12,15.56%,34.56,8.24%
Cisco,S&P 500,50.36,50.54,50.34,50.68,-0.18,-0.36%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,1.23,2.52%,9.5,23.39%,-2.04,-3.91%
Citigroup,S&P 500,49.47,49.57,49.09,49.81,-0.11,-0.21%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-2.98,-5.97%,3.95,9.19%,-3.21,-6.40%
Citizens Financial Group,S&P 500,29.7,29.09,28.61,29.79,0.61,2.08%,01:23 PM04/17/2023 01:23:25 PM UTC-0400,-12.34,-29.58%,-6.76,-18.70%,-11.86,-28.77%
Clorox,S&P 500,158.31,158.24,158.04,159.11,0.07,0.04%,01:23 PM04/17/2023 01:23:13 PM UTC-0400,11.12,7.61%,26.41,20.18%,11.78,8.10%
CME Grou a,S&P 500,190.94,190.48,189.07,191.66,0.46,0.24%,01:22 PM04/17/2023 01:22:14 PM UTC-0400,16.12,9.18%,17.3,9.92%,-47.62,-19.89%
CMS Energy,S&P 500,60.95,60.79,60.86,61.39,0.16,0.26%,01:22 PM04/17/2023 01:22:30 PM UTC-0400,-2.47,-3.86%,6.94,12.73%,-10.46,-14.55%
Coca-Cola,S&P 500,63.29,63.05,63.18,63.53,0.24,0.37%,01:23 PM04/17/2023 01:23:25 PM UTC-0400,1.27,2.07%,6.82,12.20%,-2.04,-3.15%
Cognizant,S&P 500,60.21,60.04,59.87,60.41,0.17,0.28%,01:23 PM04/17/2023 01:23:16 PM UTC-0400,-3.78,-5.90%,1.33,2.26%,-25.78,-29.96%
Colgate-Palmolive,S&P 500,75.56,75.59,75.56,76.13,-0.04,-0.05%,01:23 PM04/17/2023 01:23:14 PM UTC-0400,-1.8,-2.31%,5.06,7.12%,-4.94,-6.10%
Comcast,S&P 500,38.06,37.96,37.95,38.15,0.1,0.25%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-1.29,-3.31%,7.41,24.51%,-10.27,-21.44%
Comerica,S&P 500,44.39,43.35,42.26,44.47,1.04,2.39%,01:23 PM04/17/2023 01:23:14 PM UTC-0400,-25.4,-37.06%,-29.28,-40.43%,-45.99,-51.60%
ConAgra Foods,S&P 500,37.11,36.98,37.09,37.32,0.13,0.36%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-2.31,-5.79%,3.22,9.36%,1.95,5.47%
ConocoPhillips,S&P 500,106.43,108.5,105.85,107.65,-2.07,-1.91%,01:23 PM04/17/2023 01:23:19 PM UTC-0400,-13.93,-11.47%,-15.24,-12.41%,7.29,7.27%
Consolidated Edison,S&P 500,97.49,96.68,96.9,97.95,0.81,0.84%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,2.25,2.33%,16.59,20.20%,0.81,0.83%
Constellation Brand a,S&P 500,228.83,228.2,226.26,229.05,0.63,0.28%,01:23 PM04/17/2023 01:23:23 PM UTC-0400,1.41,0.63%,0.49,0.22%,-22.16,-8.91%
Cooper Cos,S&P 500,370.56,373.7,369.54,373.88,-3.14,-0.84%,01:12 PM04/17/2023 01:12:43 PM UTC-0400,22.53,6.43%,117.73,46.14%,-31.74,-7.84%
Copart,S&P 500,77.14,77.12,76.87,77.59,0.02,0.03%,01:23 PM04/17/2023 01:23:19 PM UTC-0400,13.32,21.20%,20.87,37.76%,15.45,25.45%
Corning,S&P 500,34.81,34.77,34.57,34.94,0.04,0.12%,01:22 PM04/17/2023 01:22:41 PM UTC-0400,-1.32,-3.66%,4.19,13.69%,0.88,2.60%
Corteva,S&P 500,62.32,62.11,62.2,62.82,0.21,0.34%,01:22 PM04/17/2023 01:22:38 PM UTC-0400,-0.93,-1.48%,-1.16,-1.84%,0.85,1.39%
CoStar Group,S&P 500,69.17,69.22,69.05,69.7,-0.05,-0.07%,01:22 PM04/17/2023 01:22:12 PM UTC-0400,-12.46,-15.37%,-3.08,-4.30%,5.09,8.02%
Costco Wholesale,S&P 500,492.52,491.3,491.41,497.81,1.22,0.25%,01:22 PM04/17/2023 01:22:47 PM UTC-0400,4.1,0.84%,21.36,4.56%,-101.74,-17.21%
Crown Castle,S&P 500,130.98,129.25,129.07,132.63,1.73,1.34%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-17.08,-11.32%,2.66,2.03%,-59.63,-30.83%
CSX,S&P 500,30.4,30.46,30.32,30.73,-0.07,-0.21%,01:23 PM04/17/2023 01:23:18 PM UTC-0400,-2.26,-6.97%,2.66,9.67%,-4.73,-13.56%
Cummins,S&P 500,233.73,233.59,233.33,236.17,0.14,0.06%,01:21 PM04/17/2023 01:21:32 PM UTC-0400,-19.75,-7.82%,8.56,3.82%,38.3,19.68%
CVS Health,S&P 500,75.2,74.7,74.1,75.42,0.5,0.67%,01:23 PM04/17/2023 01:23:09 PM UTC-0400,-14.95,-16.64%,-15.2,-16.87%,-30.09,-28.65%
D.R. Horton,S&P 500,98.37,98.24,97.95,99.52,0.13,0.13%,01:23 PM04/17/2023 01:23:25 PM UTC-0400,3.86,4.06%,28.16,39.85%,24.79,33.48%
Danaher,S&P 500,252.83,251.62,251.29,253,1.21,0.48%,01:23 PM04/17/2023 01:23:00 PM UTC-0400,-23.44,-8.57%,-7.1,-2.76%,-33.64,-11.86%
Darden Restaurants,S&P 500,151.06,152.43,150.82,153.64,-1.38,-0.90%,01:22 PM04/17/2023 01:22:20 PM UTC-0400,1.91,1.27%,18.72,14.07%,20.18,15.34%
DaVita HealthCare Partners,S&P 500,83.8,84.01,83.38,84.44,-0.22,-0.26%,01:21 PM04/17/2023 01:21:59 PM UTC-0400,4.23,5.35%,-6.21,-6.94%,-37.4,-30.99%
Deere,S&P 500,391.34,387.76,389.25,393.26,3.58,0.92%,01:22 PM04/17/2023 01:22:25 PM UTC-0400,-55.23,-12.56%,17.32,4.72%,-43.04,-10.07%
Delta Air Lines,S&P 500,34.37,33.77,33.68,34.61,0.61,1.79%,01:23 PM04/17/2023 01:23:16 PM UTC-0400,-4.5,-11.77%,3.36,11.06%,-7.31,-17.81%
DENTSPLY SIRONA,S&P 500,40.89,41.15,40.72,41.3,-0.26,-0.63%,01:23 PM04/17/2023 01:23:05 PM UTC-0400,3.96,10.83%,11.51,39.69%,-8.24,-16.90%
Devon Energy,S&P 500,55.57,55.7,55.28,56.19,-0.13,-0.23%,01:23 PM04/17/2023 01:23:13 PM UTC-0400,-9.08,-14.27%,-17.7,-24.49%,-9.17,-14.39%
DexCom,S&P 500,118.38,115.7,117.69,120.22,2.68,2.31%,01:23 PM04/17/2023 01:23:27 PM UTC-0400,6.35,5.85%,13.1,12.88%,-9.88,-7.92%
Diamondback Energy,S&P 500,145.4,146.74,144.9,147.35,-1.34,-0.91%,01:23 PM04/17/2023 01:23:02 PM UTC-0400,-0.23,-0.16%,-0.27,-0.19%,4.67,3.33%
Digital Realty Trust,S&P 500,94.21,89.78,90.48,94.55,4.43,4.93%,01:23 PM04/17/2023 01:23:19 PM UTC-0400,-13.19,-12.44%,0.81,0.88%,-54.39,-36.94%
The Cigna Group Registered Shs,S&P 500,257.38,259.11,256.36,260.59,-1.73,-0.67%,01:23 PM04/17/2023 01:23:15 PM UTC-0400,-53.6,-17.05%,-36.98,-12.42%,1.43,0.55%
Discover Financial Services,S&P 500,101.54,101.15,99.23,102.2,0.39,0.39%,01:22 PM04/17/2023 01:22:44 PM UTC-0400,-8.04,-7.50%,5.1,5.42%,-13.53,-12.01%
Dish Network,S&P 500,8.06,7.84,7.67,8.12,0.22,2.80%,01:23 PM04/17/2023 01:23:29 PM UTC-0400,-6.41,-44.24%,-5.36,-39.88%,-24.05,-74.85%
Dollar General Corporation,S&P 500,212.94,213.24,212.85,215.63,-0.31,-0.14%,01:23 PM04/17/2023 01:23:28 PM UTC-0400,-17.33,-7.42%,-25.98,-10.73%,-29.18,-11.89%
Dollar Tree,S&P 500,146.25,147.9,146.13,148.81,-1.66,-1.12%,01:23 PM04/17/2023 01:23:18 PM UTC-0400,2.91,1.98%,9.65,6.87%,-20.9,-12.22%
Dominion Energy,S&P 500,58.28,57.92,57.93,58.69,0.36,0.62%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-5.01,-7.96%,-7.14,-10.98%,-29.32,-33.62%
Domino's Pizza,S&P 500,329.77,330.39,328.81,334.02,-0.62,-0.19%,01:22 PM04/17/2023 01:22:03 PM UTC-0400,-11.25,-3.33%,-7.13,-2.14%,-65.72,-16.77%
Dover,S&P 500,147.14,147.03,147.09,148.44,0.11,0.07%,01:23 PM04/17/2023 01:23:09 PM UTC-0400,2.74,1.90%,25.41,20.88%,-2.31,-1.55%
Dow,S&P 500,56.66,56.5,56.47,56.95,0.17,0.29%,01:23 PM04/17/2023 01:23:29 PM UTC-0400,-1.79,-3.05%,10.98,23.90%,-7.3,-11.37%
DTE Energy,S&P 500,112.55,112.98,112.49,113.82,-0.43,-0.38%,01:22 PM04/17/2023 01:22:50 PM UTC-0400,-4.17,-3.54%,7.23,6.79%,-22.87,-16.74%
Duke Energy,S&P 500,98.03,97.61,97.91,98.74,0.42,0.43%,01:23 PM04/17/2023 01:23:27 PM UTC-0400,-5.55,-5.29%,11.43,12.99%,-15.7,-13.64%
DuPont de Nemours,S&P 500,70.71,70.44,70.35,71.14,0.27,0.38%,01:23 PM04/17/2023 01:23:29 PM UTC-0400,-4.37,-5.81%,17.53,32.89%,1.87,2.71%
DXC Technology,S&P 500,25.55,25.54,25.43,25.71,0.01,0.02%,01:23 PM04/17/2023 01:23:10 PM UTC-0400,-3.76,-13.06%,-2.42,-8.81%,-5.97,-19.25%
Eastman Chemical Company,S&P 500,82.71,82.8,82.35,83.09,-0.09,-0.11%,01:22 PM04/17/2023 01:22:26 PM UTC-0400,-8.39,-9.18%,9.06,12.25%,-25.42,-23.44%
Eaton Corporation,S&P 500,162.63,161.85,162.45,163.9,0.78,0.48%,01:23 PM04/17/2023 01:23:20 PM UTC-0400,-2.16,-1.31%,24.31,17.62%,20.48,14.44%
eBay,S&P 500,43.62,43.53,43.45,43.85,0.09,0.21%,01:23 PM04/17/2023 01:23:00 PM UTC-0400,-3.48,-7.52%,4.82,12.70%,-12.34,-22.39%
Ecolab,S&P 500,162.6,164.37,161.81,164.45,-1.77,-1.08%,01:22 PM04/17/2023 01:22:54 PM UTC-0400,9.86,6.38%,20.14,13.97%,-16.02,-8.88%
Edison International,S&P 500,71.84,71.62,71.48,72.17,0.22,0.31%,01:22 PM04/17/2023 01:22:45 PM UTC-0400,4.84,7.09%,16.15,28.38%,0.53,0.73%
Edwards Lifesciences,S&P 500,83.82,84.35,83.69,84.85,-0.53,-0.63%,01:22 PM04/17/2023 01:22:51 PM UTC-0400,4.61,5.89%,-1.25,-1.49%,-38.99,-31.99%
Electronic Arts,S&P 500,127.86,127.87,127.14,127.97,-0.01,-0.01%,01:23 PM04/17/2023 01:23:05 PM UTC-0400,0.67,0.53%,4.91,4.05%,2.51,2.03%
Eli Lilly and,S&P 500,372,374.69,371.16,375.86,-2.69,-0.72%,01:23 PM04/17/2023 01:23:17 PM UTC-0400,7.25,2.00%,36.81,11.08%,66.41,21.95%
Emerson Electric,S&P 500,86.51,86.33,86.37,87.67,0.18,0.21%,01:23 PM04/17/2023 01:23:17 PM UTC-0400,-14.27,-14.57%,2.86,3.54%,-9.67,-10.36%
Enphase Energy,S&P 500,224.9,208.9,214.78,229.23,16,7.66%,01:23 PM04/17/2023 01:23:27 PM UTC-0400,-49.8,-20.26%,-52.67,-21.18%,2.8,1.45%
Entergy,S&P 500,108.34,107.65,108.03,108.91,0.69,0.64%,01:22 PM04/17/2023 01:22:09 PM UTC-0400,3.54,3.32%,9.55,9.50%,-13.3,-10.77%
EOG Resources,S&P 500,121.55,121.63,120.73,121.94,-0.08,-0.07%,01:23 PM04/17/2023 01:23:16 PM UTC-0400,-7.24,-5.59%,-5.2,-4.08%,-1.37,-1.11%
Equifax,S&P 500,195,195.49,193.98,197.09,-0.49,-0.25%,01:23 PM04/17/2023 01:23:09 PM UTC-0400,-21.4,-9.86%,30.66,18.59%,-19.56,-9.09%
Equinix,S&P 500,699.48,688.68,685.17,703.43,10.8,1.57%,01:23 PM04/17/2023 01:23:05 PM UTC-0400,-10.85,-1.50%,188.53,36.08%,-40.89,-5.44%
Equity Residential,S&P 500,60.47,60.05,60.04,61.06,0.42,0.70%,01:23 PM04/17/2023 01:23:29 PM UTC-0400,-0.78,-1.29%,-4.11,-6.43%,-30.53,-33.78%
Essex Property Trust,S&P 500,208.84,207.86,206.04,209.65,0.98,0.47%,01:23 PM04/17/2023 01:23:21 PM UTC-0400,-7.64,-3.49%,-18.2,-7.94%,-136.33,-39.25%
Estée Lauder Companies,S&P 500,252.87,254.01,252.51,255.53,-1.14,-0.45%,01:22 PM04/17/2023 01:22:11 PM UTC-0400,-20.35,-7.61%,33.84,15.87%,-19.63,-7.36%
Etsy,S&P 500,102.98,102.53,102.08,103.55,0.45,0.44%,01:23 PM04/17/2023 01:23:11 PM UTC-0400,-34.51,-25.63%,3.84,3.99%,-17.31,-14.74%
Everest Reinsurance Group,S&P 500,358.2,359.2,357.15,360.78,-1,-0.28%,01:17 PM04/17/2023 01:17:37 PM UTC-0400,12.92,3.66%,91.78,33.50%,73.75,25.26%
Evergy,S&P 500,61.89,61.36,61.5,62.37,0.53,0.86%,01:23 PM04/17/2023 01:23:02 PM UTC-0400,-0.79,-1.26%,-1.66,-2.56%,-0.7,-1.23%
Eversource Energy,S&P 500,78.92,78.52,78.64,79.47,0.41,0.52%,01:22 PM04/17/2023 01:22:47 PM UTC-0400,-4.27,-5.08%,5.93,8.03%,-12.76,-13.79%
Exelon,S&P 500,42.5,42.13,42.22,42.68,0.37,0.88%,01:22 PM04/17/2023 01:22:55 PM UTC-0400,-0.3,-0.69%,5.85,15.71%,-5.56,-11.43%
Expedia,S&P 500,93.43,92.03,92.23,94.03,1.4,1.52%,01:23 PM04/17/2023 01:23:17 PM UTC-0400,-16.75,-15.79%,-2.13,-2.33%,-97.99,-52.31%
Expeditors International of Washington,S&P 500,110.72,111.67,110.25,112.02,-0.95,-0.85%,01:22 PM04/17/2023 01:22:50 PM UTC-0400,0.85,0.78%,19.57,21.70%,12.4,12.73%
Extra Space Storage,S&P 500,154.64,155.1,153.7,156.52,-0.46,-0.30%,01:22 PM04/17/2023 01:22:09 PM UTC-0400,11.59,7.63%,-3.39,-2.03%,-49.16,-23.12%
ExxonMobil,S&P 500,115.07,115.99,114.74,116.51,-0.93,-0.80%,01:23 PM04/17/2023 01:23:15 PM UTC-0400,2.02,1.79%,13.29,13.04%,28.33,32.62%
F5 Networks,S&P 500,144.42,145.45,144.01,146.2,-1.04,-0.71%,01:23 PM04/17/2023 01:23:29 PM UTC-0400,-2.32,-1.58%,2.85,2.02%,-64.86,-31.02%
Fastenal,S&P 500,53.12,53.27,53.07,54.1,-0.15,-0.28%,01:22 PM04/17/2023 01:22:45 PM UTC-0400,3.74,7.66%,5.77,12.33%,-6.42,-10.89%
FedEx,S&P 500,229.57,230.64,228.79,231.52,-1.07,-0.46%,01:23 PM04/17/2023 01:23:18 PM UTC-0400,40.83,21.65%,73.14,46.80%,23.09,11.19%
Fidelity National Information Services,S&P 500,57.43,57.41,57.07,57.62,0.02,0.03%,01:23 PM04/17/2023 01:23:11 PM UTC-0400,-14.44,-20.70%,-20.7,-27.23%,-46.19,-45.51%
Fifth Third Bancorp,S&P 500,26.8,26.44,25.92,26.89,0.36,1.34%,01:23 PM04/17/2023 01:23:22 PM UTC-0400,-8.25,-23.82%,-7.96,-23.17%,-13.12,-33.21%
First Republic Bank,S&P 500,13.26,13.13,12.67,13.28,0.13,0.99%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-114.98,-89.28%,-120.97,-89.75%,-152.08,-91.68%
FirstEnergy,S&P 500,40.79,40.84,40.71,41.12,-0.06,-0.13%,01:20 PM04/17/2023 01:20:20 PM UTC-0400,-1.27,-2.96%,4.36,11.75%,-5.7,-12.08%
Fiserv,S&P 500,116.12,115.59,115.38,116.31,0.53,0.45%,01:19 PM04/17/2023 01:19:44 PM UTC-0400,11.93,11.63%,18.84,19.70%,15.41,15.55%
FleetCor Technologies,S&P 500,219.79,221.22,219.32,221.94,-1.43,-0.65%,01:20 PM04/17/2023 01:20:21 PM UTC-0400,19.41,9.97%,43.71,25.65%,-43.04,-16.74%
FMC,S&P 500,123.37,122.67,123,124.22,0.7,0.57%,01:19 PM04/17/2023 01:19:43 PM UTC-0400,-7.49,-5.76%,5.92,5.08%,-16.12,-11.63%
Ford Motor,S&P 500,12.57,12.52,12.46,12.66,0.05,0.36%,01:20 PM04/17/2023 01:20:31 PM UTC-0400,-0.05,-0.39%,0.91,7.78%,-2.85,-18.36%
Fortinet,S&P 500,67.24,68.07,67.07,68.77,-0.83,-1.22%,01:20 PM04/17/2023 01:20:28 PM UTC-0400,18.32,37.49%,17.99,36.57%,-0.98,-1.44%
Fortive,S&P 500,67.18,67.18,67,67.37,0,0.00%,01:20 PM04/17/2023 01:20:29 PM UTC-0400,-0.62,-0.91%,6.52,10.81%,7.68,12.99%
Fox,S&P 500,33.72,33.41,33.43,33.74,0.31,0.91%,01:20 PM04/17/2023 01:20:03 PM UTC-0400,1.4,4.33%,2.03,6.40%,-5.38,-13.76%
Fox,S&P 500,30.95,30.75,30.76,31,0.2,0.63%,01:20 PM04/17/2023 01:20:03 PM UTC-0400,0.7,2.31%,1.63,5.55%,-4.92,-13.69%
Franklin Resources,S&P 500,26.64,26.74,26.45,26.81,-0.1,-0.37%,01:19 PM04/17/2023 01:19:51 PM UTC-0400,-3.64,-12.09%,4.21,18.95%,0.24,0.92%
Freeport-McMoRan,S&P 500,41.98,43.17,41.8,43.03,-1.19,-2.76%,01:20 PM04/17/2023 01:20:29 PM UTC-0400,-3.94,-8.74%,11.76,40.04%,-8.3,-16.79%
Garmin,S&P 500,98.73,98.89,98.47,99.47,-0.16,-0.16%,01:19 PM04/17/2023 01:19:53 PM UTC-0400,0.01,0.01%,17.83,22.17%,-14.73,-13.04%
Gartner,S&P 500,319.21,314.85,313.63,319.81,4.36,1.38%,01:20 PM04/17/2023 01:20:04 PM UTC-0400,-15.64,-4.65%,30.99,10.71%,25.02,8.47%
GE HealthCare Technologies,S&P 500,82.35,82.37,82,83.24,-0.02,-0.02%,01:20 PM04/17/2023 01:20:24 PM UTC-0400,16.31,24.92%,0,0.00%,0,0.00%
Generac Holdings,S&P 500,103.79,101.73,101.4,104.17,2.06,2.02%,01:19 PM04/17/2023 01:19:27 PM UTC-0400,-13.53,-11.90%,-46.2,-31.57%,-168.06,-62.66%
General Dynamics,S&P 500,228.22,227.64,226.9,229.3,0.58,0.25%,01:20 PM04/17/2023 01:20:15 PM UTC-0400,-11.08,-4.61%,0.17,0.07%,-14.44,-5.93%
General Electric,S&P 500,96.48,95.45,95.48,96.49,1.03,1.08%,01:20 PM04/17/2023 01:20:22 PM UTC-0400,13.9,17.33%,43.17,84.75%,26.04,38.26%
General Mills,S&P 500,86.86,86.56,86.82,87.34,0.3,0.35%,01:20 PM04/17/2023 01:20:31 PM UTC-0400,4.52,5.48%,8.21,10.42%,16.35,23.13%
General Motors,S&P 500,34.84,34.49,34.35,35.02,0.36,1.03%,01:20 PM04/17/2023 01:20:19 PM UTC-0400,-1.88,-5.15%,1.87,5.71%,-5.6,-13.92%
Genuine Parts,S&P 500,165.96,165.08,165.49,167.58,0.88,0.53%,01:19 PM04/17/2023 01:19:33 PM UTC-0400,-2.99,-1.76%,10.09,6.45%,35.05,26.65%
